lat,lon,d
-1.188,129.65,0.3671
-1.188,132.168,0.3417
-1.188,134.685,0.3142
-1.188,137.203,0.2855
-1.188,139.72,0.2561
-1.188,142.238,0.2269
-1.188,144.755,0.1985
-1.188,147.273,0.1713
-1.188,149.79,0.1458
-1.188,152.308,0.1223
-1.188,154.825,0.101
-1.188,157.343,0.0821
-1.188,159.86,0.0657
0.841,-99.441,0.0746
0.841,-96.923,0.0981
0.841,-94.406,0.1249
0.841,-91.888,0.1539
0.841,-89.371,0.1837
0.841,-86.853,0.2123
0.841,-84.336,0.2375
0.841,-81.818,0.2574
0.841,-79.301,0.2703
0.841,-76.783,0.2751
0.841,-74.266,0.2716
0.841,-71.748,0.2602
0.841,-69.231,0.2422
0.841,-66.713,0.2193
0.841,-64.196,0.1934
0.841,-61.678,0.1665
0.841,-59.161,0.1402
0.841,-56.643,0.1159
0.841,-54.126,0.0943
0.841,-51.608,0.0757
0.841,-49.091,0.0603
0.841,-1.259,0.0658
0.841,1.259,0.0775
0.841,3.776,0.0917
0.841,6.294,0.109
0.841,8.811,0.13
0.841,11.329,0.1552
0.841,13.846,0.1848
0.841,16.364,0.2183
0.841,18.881,0.2548
0.841,21.399,0.2928
0.841,23.916,0.33
0.841,26.434,0.3639
0.841,28.951,0.3919
0.841,31.469,0.4113
0.841,33.986,0.4204
0.841,36.503,0.4181
0.841,39.021,0.4043
0.841,41.538,0.3801
0.841,44.056,0.3474
0.841,46.573,0.3089
0.841,49.091,0.2673
0.841,51.608,0.2257
0.841,54.126,0.1867
0.841,56.643,0.1524
0.841,59.161,0.1242
0.841,61.678,0.1032
0.841,64.196,0.0897
0.841,66.713,0.0839
0.841,69.231,0.0855
0.841,71.748,0.0944
0.841,74.266,0.11
0.841,76.783,0.1319
0.841,79.301,0.1593
0.841,81.818,0.1915
0.841,84.336,0.2271
0.841,86.853,0.2646
0.841,89.371,0.3023
0.841,91.888,0.3383
0.841,94.406,0.3708
0.841,96.923,0.3984
0.841,99.441,0.4202
0.841,101.958,0.4357
0.841,104.476,0.4453
0.841,106.993,0.4496
0.841,109.51,0.4495
0.841,112.028,0.446
0.841,114.545,0.4396
0.841,117.063,0.4306
0.841,119.58,0.419
0.841,122.098,0.4046
0.841,124.615,0.3869
0.841,127.133,0.3658
0.841,129.65,0.3413
0.841,132.168,0.3138
0.841,134.685,0.284
0.841,137.203,0.2529
0.841,139.72,0.2215
0.841,142.238,0.1908
0.841,144.755,0.1618
0.841,147.273,0.1351
0.841,149.79,0.1111
0.841,152.308,0.0901
0.841,154.825,0.0721
2.87,-99.441,0.0793
2.87,-96.923,0.1034
2.87,-94.406,0.1309
2.87,-91.888,0.1607
2.87,-89.371,0.1913
2.87,-86.853,0.221
2.87,-84.336,0.2476
2.87,-81.818,0.2692
2.87,-79.301,0.2841
2.87,-76.783,0.291
2.87,-74.266,0.2896
2.87,-71.748,0.2801
2.87,-69.231,0.2636
2.87,-66.713,0.2416
2.87,-64.196,0.216
2.87,-61.678,0.1885
2.87,-59.161,0.1609
2.87,-56.643,0.1346
2.87,-54.126,0.1105
2.87,-51.608,0.0893
2.87,-49.091,0.0712
2.87,-8.811,0.0636
2.87,-6.294,0.0725
2.87,-3.776,0.0815
2.87,-1.259,0.0906
2.87,1.259,0.1001
2.87,3.776,0.1104
2.87,6.294,0.1221
2.87,8.811,0.1357
2.87,11.329,0.1521
2.87,13.846,0.1715
2.87,16.364,0.1942
2.87,18.881,0.2199
2.87,21.399,0.2476
2.87,23.916,0.2759
2.87,26.434,0.3029
2.87,28.951,0.3264
2.87,31.469,0.3442
2.87,33.986,0.3545
2.87,36.503,0.3561
2.87,39.021,0.3485
2.87,41.538,0.3322
2.87,44.056,0.3084
2.87,46.573,0.2791
2.87,49.091,0.2467
2.87,51.608,0.2137
2.87,54.126,0.1827
2.87,56.643,0.1557
2.87,59.161,0.1344
2.87,61.678,0.1199
2.87,64.196,0.1127
2.87,66.713,0.1132
2.87,69.231,0.1212
2.87,71.748,0.1362
2.87,74.266,0.1578
2.87,76.783,0.1852
2.87,79.301,0.2175
2.87,81.818,0.2536
2.87,84.336,0.2921
2.87,86.853,0.3312
2.87,89.371,0.369
2.87,91.888,0.4036
2.87,94.406,0.4332
2.87,96.923,0.4563
2.87,99.441,0.4723
2.87,101.958,0.4811
2.87,104.476,0.4833
2.87,106.993,0.4801
2.87,109.51,0.4728
2.87,112.028,0.4627
2.87,114.545,0.4506
2.87,117.063,0.4368
2.87,119.58,0.4211
2.87,122.098,0.403
2.87,124.615,0.3819
2.87,127.133,0.3574
2.87,129.65,0.3293
2.87,132.168,0.2982
2.87,134.685,0.2648
2.87,137.203,0.2304
2.87,139.72,0.1963
2.87,142.238,0.1638
2.87,144.755,0.134
2.87,147.273,0.1075
2.87,149.79,0.0849
2.87,152.308,0.066
4.899,-101.958,0.0725
4.899,-99.441,0.0947
4.899,-96.923,0.1204
4.899,-94.406,0.149
4.899,-91.888,0.1794
4.899,-89.371,0.2102
4.899,-86.853,0.2396
4.899,-84.336,0.2658
4.899,-81.818,0.2869
4.899,-79.301,0.3014
4.899,-76.783,0.3082
4.899,-74.266,0.3069
4.899,-71.748,0.2978
4.899,-69.231,0.2817
4.899,-66.713,0.26
4.899,-64.196,0.2343
4.899,-61.678,0.2063
4.899,-59.161,0.1778
4.899,-56.643,0.1501
4.899,-54.126,0.1242
4.899,-51.608,0.101
4.899,-49.091,0.0807
4.899,-46.573,0.0636
4.899,-13.846,0.0685
4.899,-11.329,0.0803
4.899,-8.811,0.0922
4.899,-6.294,0.1038
4.899,-3.776,0.1146
4.899,-1.259,0.1245
4.899,1.259,0.1333
4.899,3.776,0.1412
4.899,6.294,0.1487
4.899,8.811,0.1564
4.899,11.329,0.1648
4.899,13.846,0.1748
4.899,16.364,0.1867
4.899,18.881,0.2007
4.899,21.399,0.2167
4.899,23.916,0.2338
4.899,26.434,0.2509
4.899,28.951,0.2666
4.899,31.469,0.2792
4.899,33.986,0.2872
4.899,36.503,0.2893
4.899,39.021,0.2851
4.899,41.538,0.2745
4.899,44.056,0.2583
4.899,46.573,0.2378
4.899,49.091,0.2149
4.899,51.608,0.1917
4.899,54.126,0.1703
4.899,56.643,0.1527
4.899,59.161,0.1404
4.899,61.678,0.1344
4.899,64.196,0.1353
4.899,66.713,0.1433
4.899,69.231,0.1578
4.899,71.748,0.1785
4.899,74.266,0.2043
4.899,76.783,0.2344
4.899,79.301,0.2677
4.899,81.818,0.303
4.899,84.336,0.3392
4.899,86.853,0.3747
4.899,89.371,0.4082
4.899,91.888,0.438
4.899,94.406,0.4629
4.899,96.923,0.4818
4.899,99.441,0.4943
4.899,101.958,0.5005
4.899,104.476,0.5011
4.899,106.993,0.4971
4.899,109.51,0.4898
4.899,112.028,0.4801
4.899,114.545,0.4686
4.899,117.063,0.4553
4.899,119.58,0.4397
4.899,122.098,0.421
4.899,124.615,0.3984
4.899,127.133,0.3715
4.899,129.65,0.3402
4.899,132.168,0.3052
4.899,134.685,0.2676
4.899,137.203,0.229
4.899,139.72,0.1911
4.899,142.238,0.1555
4.899,144.755,0.1235
4.899,147.273,0.0959
4.899,149.79,0.0729
6.928,-106.993,0.0604
6.928,-104.476,0.0799
6.928,-101.958,0.1031
6.928,-99.441,0.1296
6.928,-96.923,0.1588
6.928,-94.406,0.1898
6.928,-91.888,0.2212
6.928,-89.371,0.2515
6.928,-86.853,0.279
6.928,-84.336,0.3021
6.928,-81.818,0.3193
6.928,-79.301,0.3296
6.928,-76.783,0.3323
6.928,-74.266,0.3274
6.928,-71.748,0.3153
6.928,-69.231,0.2968
6.928,-66.713,0.2734
6.928,-64.196,0.2464
6.928,-61.678,0.2175
6.928,-59.161,0.1879
6.928,-56.643,0.1592
6.928,-54.126,0.1321
6.928,-51.608,0.1076
6.928,-49.091,0.0861
6.928,-46.573,0.0678
6.928,-18.881,0.0611
6.928,-16.364,0.0743
6.928,-13.846,0.0886
6.928,-11.329,0.1036
6.928,-8.811,0.1186
6.928,-6.294,0.1331
6.928,-3.776,0.1463
6.928,-1.259,0.1578
6.928,1.259,0.1674
6.928,3.776,0.175
6.928,6.294,0.1809
6.928,8.811,0.1854
6.928,11.329,0.1892
6.928,13.846,0.193
6.928,16.364,0.1974
6.928,18.881,0.2029
6.928,21.399,0.2097
6.928,23.916,0.2175
6.928,26.434,0.2258
6.928,28.951,0.2337
6.928,31.469,0.24
6.928,33.986,0.2438
6.928,36.503,0.2439
6.928,39.021,0.2399
6.928,41.538,0.2317
6.928,44.056,0.2196
6.928,46.573,0.2047
6.928,49.091,0.1884
6.928,51.608,0.1725
6.928,54.126,0.1586
6.928,56.643,0.1486
6.928,59.161,0.1437
6.928,61.678,0.1449
6.928,64.196,0.1523
6.928,66.713,0.1659
6.928,69.231,0.185
6.928,71.748,0.2085
6.928,74.266,0.2354
6.928,76.783,0.2644
6.928,79.301,0.2945
6.928,81.818,0.3246
6.928,84.336,0.3539
6.928,86.853,0.3817
6.928,89.371,0.4072
6.928,91.888,0.4298
6.928,94.406,0.4488
6.928,96.923,0.464
6.928,99.441,0.4752
6.928,101.958,0.4825
6.928,104.476,0.4865
6.928,106.993,0.4876
6.928,109.51,0.4866
6.928,112.028,0.4836
6.928,114.545,0.4786
6.928,117.063,0.471
6.928,119.58,0.4598
6.928,122.098,0.444
6.928,124.615,0.4226
6.928,127.133,0.3952
6.928,129.65,0.362
6.928,132.168,0.324
6.928,134.685,0.2828
6.928,137.203,0.2403
6.928,139.72,0.1986
6.928,142.238,0.1596
6.928,144.755,0.1248
6.928,147.273,0.0951
6.928,149.79,0.0709
8.957,-109.51,0.0729
8.957,-106.993,0.0959
8.957,-104.476,0.1228
8.957,-101.958,0.1532
8.957,-99.441,0.1861
8.957,-96.923,0.2205
8.957,-94.406,0.2548
8.957,-91.888,0.2872
8.957,-89.371,0.3161
8.957,-86.853,0.3399
8.957,-84.336,0.3573
8.957,-81.818,0.3674
8.957,-79.301,0.3699
8.957,-76.783,0.3649
8.957,-74.266,0.3528
8.957,-71.748,0.3346
8.957,-69.231,0.3113
8.957,-66.713,0.2843
8.957,-64.196,0.2548
8.957,-61.678,0.2242
8.957,-59.161,0.1935
8.957,-56.643,0.1639
8.957,-54.126,0.1362
8.957,-51.608,0.1111
8.957,-49.091,0.089
8.957,-46.573,0.0702
8.957,-18.881,0.0733
8.957,-16.364,0.0883
8.957,-13.846,0.1046
8.957,-11.329,0.1215
8.957,-8.811,0.1383
8.957,-6.294,0.1544
8.957,-3.776,0.1692
8.957,-1.259,0.182
8.957,1.259,0.1925
8.957,3.776,0.2005
8.957,6.294,0.2061
8.957,8.811,0.2095
8.957,11.329,0.2115
8.957,13.846,0.2125
8.957,16.364,0.2133
8.957,18.881,0.2144
8.957,21.399,0.2162
8.957,23.916,0.2187
8.957,26.434,0.2217
8.957,28.951,0.2246
8.957,31.469,0.2266
8.957,33.986,0.227
8.957,36.503,0.225
8.957,39.021,0.2201
8.957,41.538,0.2122
8.957,44.056,0.2015
8.957,46.573,0.189
8.957,49.091,0.1757
8.957,51.608,0.1632
8.957,54.126,0.1531
8.957,56.643,0.1467
8.957,59.161,0.1454
8.957,61.678,0.1496
8.957,64.196,0.1597
8.957,66.713,0.1751
8.957,69.231,0.1949
8.957,71.748,0.2181
8.957,74.266,0.2431
8.957,76.783,0.2687
8.957,79.301,0.2938
8.957,81.818,0.3178
8.957,84.336,0.3401
8.957,86.853,0.3607
8.957,89.371,0.3794
8.957,91.888,0.3964
8.957,94.406,0.4118
8.957,96.923,0.4255
8.957,99.441,0.4377
8.957,101.958,0.4483
8.957,104.476,0.4575
8.957,106.993,0.4653
8.957,109.51,0.4715
8.957,112.028,0.4758
8.957,114.545,0.4773
8.957,117.063,0.4751
8.957,119.58,0.468
8.957,122.098,0.4547
8.957,124.615,0.4344
8.957,127.133,0.4069
8.957,129.65,0.3727
8.957,132.168,0.3331
8.957,134.685,0.29
8.957,137.203,0.2455
8.957,139.72,0.202
8.957,142.238,0.1614
8.957,144.755,0.1253
8.957,147.273,0.0947
8.957,149.79,0.0698
10.986,-114.545,0.0625
10.986,-112.028,0.0844
10.986,-109.51,0.1111
10.986,-106.993,0.1424
10.986,-104.476,0.1778
10.986,-101.958,0.2162
10.986,-99.441,0.2561
10.986,-96.923,0.2958
10.986,-94.406,0.333
10.986,-91.888,0.3659
10.986,-89.371,0.3926
10.986,-86.853,0.4116
10.986,-84.336,0.4223
10.986,-81.818,0.4243
10.986,-79.301,0.418
10.986,-76.783,0.4043
10.986,-74.266,0.3844
10.986,-71.748,0.3594
10.986,-69.231,0.3307
10.986,-66.713,0.2996
10.986,-64.196,0.2671
10.986,-61.678,0.2344
10.986,-59.161,0.2022
10.986,-56.643,0.1715
10.986,-54.126,0.1428
10.986,-51.608,0.1168
10.986,-49.091,0.0939
10.986,-46.573,0.0745
10.986,-21.399,0.0707
10.986,-18.881,0.085
10.986,-16.364,0.1006
10.986,-13.846,0.1172
10.986,-11.329,0.1341
10.986,-8.811,0.1507
10.986,-6.294,0.1664
10.986,-3.776,0.1805
10.986,-1.259,0.1926
10.986,1.259,0.2023
10.986,3.776,0.2094
10.986,6.294,0.2141
10.986,8.811,0.2166
10.986,11.329,0.2175
10.986,13.846,0.2173
10.986,16.364,0.2167
10.986,18.881,0.2163
10.986,21.399,0.2164
10.986,23.916,0.2172
10.986,26.434,0.2186
10.986,28.951,0.22
10.986,31.469,0.221
10.986,33.986,0.2207
10.986,36.503,0.2185
10.986,39.021,0.2138
10.986,41.538,0.2066
10.986,44.056,0.1969
10.986,46.573,0.1856
10.986,49.091,0.1736
10.986,51.608,0.1622
10.986,54.126,0.1529
10.986,56.643,0.1471
10.986,59.161,0.1457
10.986,61.678,0.1495
10.986,64.196,0.1586
10.986,66.713,0.1726
10.986,69.231,0.1905
10.986,71.748,0.2112
10.986,74.266,0.2333
10.986,76.783,0.2558
10.986,79.301,0.2777
10.986,81.818,0.2983
10.986,84.336,0.3176
10.986,86.853,0.3356
10.986,89.371,0.3527
10.986,91.888,0.3691
10.986,94.406,0.3851
10.986,96.923,0.4007
10.986,99.441,0.4157
10.986,101.958,0.4301
10.986,104.476,0.4433
10.986,106.993,0.455
10.986,109.51,0.4646
10.986,112.028,0.4712
10.986,114.545,0.4739
10.986,117.063,0.4718
10.986,119.58,0.4637
10.986,122.098,0.4488
10.986,124.615,0.4266
10.986,127.133,0.3974
10.986,129.65,0.3618
10.986,132.168,0.3214
10.986,134.685,0.2781
10.986,137.203,0.2341
10.986,139.72,0.1915
10.986,142.238,0.1523
10.986,144.755,0.1177
10.986,147.273,0.0884
10.986,149.79,0.0648
13.014,-117.063,0.0657
13.014,-114.545,0.089
13.014,-112.028,0.1174
13.014,-109.51,0.1511
13.014,-106.993,0.1894
13.014,-104.476,0.2315
13.014,-101.958,0.2758
13.014,-99.441,0.3205
13.014,-96.923,0.3633
13.014,-94.406,0.402
13.014,-91.888,0.4344
13.014,-89.371,0.4589
13.014,-86.853,0.4743
13.014,-84.336,0.4803
13.014,-81.818,0.4771
13.014,-79.301,0.4654
13.014,-76.783,0.4465
13.014,-74.266,0.4218
13.014,-71.748,0.3926
13.014,-69.231,0.3603
13.014,-66.713,0.326
13.014,-64.196,0.2907
13.014,-61.678,0.2554
13.014,-59.161,0.2207
13.014,-56.643,0.1876
13.014,-54.126,0.1565
13.014,-51.608,0.1283
13.014,-49.091,0.1035
13.014,-46.573,0.0824
13.014,-44.056,0.0654
13.014,-23.916,0.0674
13.014,-21.399,0.0802
13.014,-18.881,0.0943
13.014,-16.364,0.1093
13.014,-13.846,0.1246
13.014,-11.329,0.1396
13.014,-8.811,0.1538
13.014,-6.294,0.1667
13.014,-3.776,0.1778
13.014,-1.259,0.1868
13.014,1.259,0.1935
13.014,3.776,0.1979
13.014,6.294,0.2001
13.014,8.811,0.2007
13.014,11.329,0.1999
13.014,13.846,0.1986
13.014,16.364,0.1973
13.014,18.881,0.1966
13.014,21.399,0.1967
13.014,23.916,0.1979
13.014,26.434,0.2
13.014,28.951,0.2025
13.014,31.469,0.2049
13.014,33.986,0.2063
13.014,36.503,0.2062
13.014,39.021,0.2038
13.014,41.538,0.199
13.014,44.056,0.1917
13.014,46.573,0.1826
13.014,49.091,0.1724
13.014,51.608,0.1624
13.014,54.126,0.1538
13.014,56.643,0.148
13.014,59.161,0.1461
13.014,61.678,0.1487
13.014,64.196,0.1561
13.014,66.713,0.1682
13.014,69.231,0.1841
13.014,71.748,0.2031
13.014,74.266,0.224
13.014,76.783,0.2459
13.014,79.301,0.2679
13.014,81.818,0.2897
13.014,84.336,0.311
13.014,86.853,0.3318
13.014,89.371,0.3524
13.014,91.888,0.3726
13.014,94.406,0.3926
13.014,96.923,0.4119
13.014,99.441,0.4301
13.014,101.958,0.4465
13.014,104.476,0.4606
13.014,106.993,0.4715
13.014,109.51,0.4785
13.014,112.028,0.4811
13.014,114.545,0.4785
13.014,117.063,0.4701
13.014,119.58,0.4554
13.014,122.098,0.4342
13.014,124.615,0.4067
13.014,127.133,0.3734
13.014,129.65,0.3354
13.014,132.168,0.2943
13.014,134.685,0.2518
13.014,137.203,0.2099
13.014,139.72,0.1704
13.014,142.238,0.1345
13.014,144.755,0.1034
13.014,147.273,0.0774
15.043,-119.58,0.062
15.043,-117.063,0.0841
15.043,-114.545,0.1113
15.043,-112.028,0.1437
15.043,-109.51,0.1809
15.043,-106.993,0.2222
15.043,-104.476,0.2664
15.043,-101.958,0.3119
15.043,-99.441,0.3567
15.043,-96.923,0.3988
15.043,-94.406,0.4362
15.043,-91.888,0.4672
15.043,-89.371,0.4904
15.043,-86.853,0.5051
15.043,-84.336,0.5109
15.043,-81.818,0.5082
15.043,-79.301,0.4975
15.043,-76.783,0.4798
15.043,-74.266,0.4561
15.043,-71.748,0.4275
15.043,-69.231,0.3949
15.043,-66.713,0.3594
15.043,-64.196,0.3221
15.043,-61.678,0.2838
15.043,-59.161,0.2456
15.043,-56.643,0.2086
15.043,-54.126,0.1738
15.043,-51.608,0.142
15.043,-49.091,0.114
15.043,-46.573,0.0904
15.043,-44.056,0.0715
15.043,-23.916,0.0699
15.043,-21.399,0.0818
15.043,-18.881,0.0945
15.043,-16.364,0.1073
15.043,-13.846,0.1198
15.043,-11.329,0.1315
15.043,-8.811,0.1418
15.043,-6.294,0.1506
15.043,-3.776,0.1574
15.043,-1.259,0.1623
15.043,1.259,0.1651
15.043,3.776,0.1661
15.043,6.294,0.1656
15.043,8.811,0.164
15.043,11.329,0.1619
15.043,13.846,0.1597
15.043,16.364,0.1582
15.043,18.881,0.1577
15.043,21.399,0.1585
15.043,23.916,0.1608
15.043,26.434,0.1644
15.043,28.951,0.1688
15.043,31.469,0.1735
15.043,33.986,0.1777
15.043,36.503,0.1806
15.043,39.021,0.1818
15.043,41.538,0.1807
15.043,44.056,0.1773
15.043,46.573,0.172
15.043,49.091,0.1655
15.043,51.608,0.1586
15.043,54.126,0.1528
15.043,56.643,0.149
15.043,59.161,0.1485
15.043,61.678,0.1521
15.043,64.196,0.1601
15.043,66.713,0.1726
15.043,69.231,0.1893
15.043,71.748,0.2095
15.043,74.266,0.2325
15.043,76.783,0.2574
15.043,79.301,0.2836
15.043,81.818,0.3104
15.043,84.336,0.3376
15.043,86.853,0.3647
15.043,89.371,0.3914
15.043,91.888,0.4172
15.043,94.406,0.4417
15.043,96.923,0.4639
15.043,99.441,0.4831
15.043,101.958,0.4983
15.043,104.476,0.5089
15.043,106.993,0.5141
15.043,109.51,0.5135
15.043,112.028,0.5069
15.043,114.545,0.494
15.043,117.063,0.4751
15.043,119.58,0.4504
15.043,122.098,0.4202
15.043,124.615,0.3852
15.043,127.133,0.3466
15.043,129.65,0.3055
15.043,132.168,0.2635
15.043,134.685,0.222
15.043,137.203,0.1827
15.043,139.72,0.1466
15.043,142.238,0.1148
15.043,144.755,0.0878
15.043,147.273,0.0655
17.072,-119.58,0.0714
17.072,-117.063,0.0947
17.072,-114.545,0.1226
17.072,-112.028,0.1549
17.072,-109.51,0.1909
17.072,-106.993,0.2297
17.072,-104.476,0.2703
17.072,-101.958,0.3112
17.072,-99.441,0.3508
17.072,-96.923,0.3878
17.072,-94.406,0.4208
17.072,-91.888,0.4487
17.072,-89.371,0.4707
17.072,-86.853,0.4864
17.072,-84.336,0.4955
17.072,-81.818,0.4977
17.072,-79.301,0.4933
17.072,-76.783,0.4821
17.072,-74.266,0.4646
17.072,-71.748,0.4409
17.072,-69.231,0.4118
17.072,-66.713,0.3779
17.072,-64.196,0.3404
17.072,-61.678,0.3005
17.072,-59.161,0.2599
17.072,-56.643,0.2199
17.072,-54.126,0.182
17.072,-51.608,0.1474
17.072,-49.091,0.1171
17.072,-46.573,0.0917
17.072,-44.056,0.0714
17.072,-23.916,0.061
17.072,-21.399,0.0705
17.072,-18.881,0.0804
17.072,-16.364,0.09
17.072,-13.846,0.0989
17.072,-11.329,0.1067
17.072,-8.811,0.113
17.072,-6.294,0.1178
17.072,-3.776,0.121
17.072,-1.259,0.1225
17.072,1.259,0.1226
17.072,3.776,0.1215
17.072,6.294,0.1196
17.072,8.811,0.1173
17.072,11.329,0.1149
17.072,13.846,0.1131
17.072,16.364,0.1122
17.072,18.881,0.1126
17.072,21.399,0.1146
17.072,23.916,0.1181
17.072,26.434,0.123
17.072,28.951,0.129
17.072,31.469,0.1356
17.072,33.986,0.1421
17.072,36.503,0.148
17.072,39.021,0.1525
17.072,41.538,0.1553
17.072,44.056,0.1564
17.072,46.573,0.1559
17.072,49.091,0.1543
17.072,51.608,0.1525
17.072,54.126,0.1514
17.072,56.643,0.1522
17.072,59.161,0.1559
17.072,61.678,0.1633
17.072,64.196,0.1751
17.072,66.713,0.1915
17.072,69.231,0.2123
17.072,71.748,0.2373
17.072,74.266,0.2658
17.072,76.783,0.2973
17.072,79.301,0.3309
17.072,81.818,0.3658
17.072,84.336,0.4012
17.072,86.853,0.4363
17.072,89.371,0.4701
17.072,91.888,0.5015
17.072,94.406,0.5293
17.072,96.923,0.5524
17.072,99.441,0.5697
17.072,101.958,0.5803
17.072,104.476,0.5836
17.072,106.993,0.5793
17.072,109.51,0.5675
17.072,112.028,0.5484
17.072,114.545,0.5228
17.072,117.063,0.4913
17.072,119.58,0.4549
17.072,122.098,0.4145
17.072,124.615,0.3714
17.072,127.133,0.3267
17.072,129.65,0.282
17.072,132.168,0.2384
17.072,134.685,0.1974
17.072,137.203,0.1598
17.072,139.72,0.1266
17.072,142.238,0.0981
17.072,144.755,0.0745
19.101,-119.58,0.073
19.101,-117.063,0.0949
19.101,-114.545,0.1202
19.101,-112.028,0.1486
19.101,-109.51,0.1793
19.101,-106.993,0.2114
19.101,-104.476,0.244
19.101,-101.958,0.276
19.101,-99.441,0.3064
19.101,-96.923,0.3346
19.101,-94.406,0.3601
19.101,-91.888,0.3824
19.101,-89.371,0.4013
19.101,-86.853,0.4166
19.101,-84.336,0.4279
19.101,-81.818,0.4347
19.101,-79.301,0.4366
19.101,-76.783,0.4327
19.101,-74.266,0.4225
19.101,-71.748,0.4058
19.101,-69.231,0.3827
19.101,-66.713,0.3536
19.101,-64.196,0.3197
19.101,-61.678,0.2825
19.101,-59.161,0.2437
19.101,-56.643,0.2052
19.101,-54.126,0.1685
19.101,-51.608,0.135
19.101,-49.091,0.1058
19.101,-46.573,0.0815
19.101,-44.056,0.0621
19.101,-16.364,0.0628
19.101,-13.846,0.0683
19.101,-11.329,0.0729
19.101,-8.811,0.0764
19.101,-6.294,0.0787
19.101,-3.776,0.0798
19.101,-1.259,0.08
19.101,1.259,0.0793
19.101,3.776,0.0781
19.101,6.294,0.0766
19.101,8.811,0.075
19.101,11.329,0.0739
19.101,13.846,0.0734
19.101,16.364,0.0739
19.101,18.881,0.0756
19.101,21.399,0.0787
19.101,23.916,0.0832
19.101,26.434,0.0891
19.101,28.951,0.0961
19.101,31.469,0.1039
19.101,33.986,0.112
19.101,36.503,0.1198
19.101,39.021,0.1271
19.101,41.538,0.1335
19.101,44.056,0.1387
19.101,46.573,0.1431
19.101,49.091,0.147
19.101,51.608,0.151
19.101,54.126,0.1559
19.101,56.643,0.1627
19.101,59.161,0.1722
19.101,61.678,0.1855
19.101,64.196,0.203
19.101,66.713,0.2252
19.101,69.231,0.2524
19.101,71.748,0.2844
19.101,74.266,0.3208
19.101,76.783,0.361
19.101,79.301,0.4042
19.101,81.818,0.4492
19.101,84.336,0.4947
19.101,86.853,0.539
19.101,89.371,0.5807
19.101,91.888,0.6177
19.101,94.406,0.6486
19.101,96.923,0.6717
19.101,99.441,0.6858
19.101,101.958,0.6902
19.101,104.476,0.6846
19.101,106.993,0.6691
19.101,109.51,0.6446
19.101,112.028,0.612
19.101,114.545,0.5725
19.101,117.063,0.5275
19.101,119.58,0.4786
19.101,122.098,0.4273
19.101,124.615,0.375
19.101,127.133,0.3232
19.101,129.65,0.2733
19.101,132.168,0.2266
19.101,134.685,0.184
19.101,137.203,0.1464
19.101,139.72,0.1141
19.101,142.238,0.0871
19.101,144.755,0.0653
21.13,-119.58,0.0684
21.13,-117.063,0.087
21.13,-114.545,0.1079
21.13,-112.028,0.1305
21.13,-109.51,0.154
21.13,-106.993,0.1777
21.13,-104.476,0.2007
21.13,-101.958,0.2225
21.13,-99.441,0.2424
21.13,-96.923,0.2605
21.13,-94.406,0.2765
21.13,-91.888,0.2909
21.13,-89.371,0.3036
21.13,-86.853,0.3147
21.13,-84.336,0.324
21.13,-81.818,0.3309
21.13,-79.301,0.3347
21.13,-76.783,0.3344
21.13,-74.266,0.3292
21.13,-71.748,0.3185
21.13,-69.231,0.302
21.13,-66.713,0.2802
21.13,-64.196,0.2538
21.13,-61.678,0.2242
21.13,-59.161,0.1929
21.13,-56.643,0.1617
21.13,-54.126,0.1319
21.13,-51.608,0.1047
21.13,-49.091,0.0812
21.13,-46.573,0.0616
21.13,23.916,0.0633
21.13,26.434,0.0697
21.13,28.951,0.0773
21.13,31.469,0.0859
21.13,33.986,0.0952
21.13,36.503,0.105
21.13,39.021,0.1148
21.13,41.538,0.1246
21.13,44.056,0.1341
21.13,46.573,0.1435
21.13,49.091,0.153
21.13,51.608,0.163
21.13,54.126,0.1742
21.13,56.643,0.1871
21.13,59.161,0.2028
21.13,61.678,0.2219
21.13,64.196,0.2452
21.13,66.713,0.2734
21.13,69.231,0.3069
21.13,71.748,0.3459
21.13,74.266,0.3903
21.13,76.783,0.4394
21.13,79.301,0.4923
21.13,81.818,0.5476
21.13,84.336,0.6034
21.13,86.853,0.6575
21.13,89.371,0.7074
21.13,91.888,0.7508
21.13,94.406,0.7853
21.13,96.923,0.809
21.13,99.441,0.8207
21.13,101.958,0.8196
21.13,104.476,0.8057
21.13,106.993,0.7799
21.13,109.51,0.7434
21.13,112.028,0.6977
21.13,114.545,0.6447
21.13,117.063,0.5865
21.13,119.58,0.5249
21.13,122.098,0.462
21.13,124.615,0.3995
21.13,127.133,0.3392
21.13,129.65,0.2824
21.13,132.168,0.2304
21.13,134.685,0.1841
21.13,137.203,0.144
21.13,139.72,0.1102
21.13,142.238,0.0827
21.13,144.755,0.0608
23.159,-119.58,0.0615
23.159,-117.063,0.0767
23.159,-114.545,0.0931
23.159,-112.028,0.1103
23.159,-109.51,0.1274
23.159,-106.993,0.1437
23.159,-104.476,0.1586
23.159,-101.958,0.1717
23.159,-99.441,0.1827
23.159,-96.923,0.1918
23.159,-94.406,0.199
23.159,-91.888,0.205
23.159,-89.371,0.21
23.159,-86.853,0.2143
23.159,-84.336,0.2179
23.159,-81.818,0.2205
23.159,-79.301,0.2217
23.159,-76.783,0.2207
23.159,-74.266,0.2167
23.159,-71.748,0.2094
23.159,-69.231,0.1984
23.159,-66.713,0.1839
23.159,-64.196,0.1664
